INFO     | 2017-11-15 03:09:22,681 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-11-15 03:09:22,686 | config     | Setting 'alignment' to 'Wainwright_etal_2012_PhylipFormatted'
INFO     | 2017-11-15 03:09:22,686 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2017-11-15 03:09:22,687 | parser     | You set 'models' to: mrbayes
INFO     | 2017-11-15 03:09:22,700 | model_load | This analysis will use the following 3 models of molecular evolution
INFO     | 2017-11-15 03:09:22,700 | model_load | GTR, GTR+G, GTR+I+G
INFO     | 2017-11-15 03:09:22,700 | config     | Setting 'model_selection' to 'aic'
INFO     | 2017-11-15 03:09:22,707 | config     | Setting 'search' to 'rcluster'
INFO     | 2017-11-15 03:09:22,707 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2017-11-15 03:09:22,707 | config     | Looking for alignment file './Wainwright_etal_2012_PhylipFormatted'...
INFO     | 2017-11-15 03:09:22,708 | threadpool | Using 4 cpus
INFO     | 2017-11-15 03:09:22,708 | analysis   | Beginning Analysis
INFO     | 2017-11-15 03:09:22,725 | alignment  | Reading alignment file './Wainwright_etal_2012_PhylipFormatted'
INFO     | 2017-11-15 03:09:22,757 | analysis   | Starting tree will be estimated from the data.
INFO     | 2017-11-15 03:09:22,758 | raxml      | Estimating Maximum Likelihood tree with RAxML fast experimental tree search for ./analysis/start_tree/filtered_source.phy
INFO     | 2017-11-15 03:09:22,759 | raxml      | Using a separate GTR+G model for each data block
INFO     | 2017-11-15 07:54:44,717 | raxml      | Estimating GTR+G branch lengths on ML tree using all partitions
INFO     | 2017-11-15 08:19:55,907 | raxml      | ML topology estimation finished
INFO     | 2017-11-15 08:19:55,908 | analysis_m | Performing relaxed clustering analysis
INFO     | 2017-11-15 08:19:55,908 | analysis_m |    PartitionFinder will have to analyse 78 subsets to complete this analyses
INFO     | 2017-11-15 08:19:55,908 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2017-11-15 08:20:13,106 | progress   |       Finished subset 1/10, 10.00 percent done
INFO     | 2017-11-15 08:20:20,348 | progress   |       Finished subset 2/10, 20.00 percent done
INFO     | 2017-11-15 08:20:21,729 | progress   |       Finished subset 3/10, 30.00 percent done
INFO     | 2017-11-15 08:20:29,702 | progress   |       Finished subset 4/10, 40.00 percent done
INFO     | 2017-11-15 08:20:34,925 | progress   |       Finished subset 5/10, 50.00 percent done
INFO     | 2017-11-15 08:20:40,421 | progress   |       Finished subset 6/10, 60.00 percent done
INFO     | 2017-11-15 08:20:42,941 | progress   |       Finished subset 7/10, 70.00 percent done
INFO     | 2017-11-15 08:20:48,454 | progress   |       Finished subset 8/10, 80.00 percent done
INFO     | 2017-11-15 08:20:53,022 | progress   |       Finished subset 9/10, 90.00 percent done
INFO     | 2017-11-15 08:20:54,680 | progress   |       Finished subset 10/10, 100.00 percent done
INFO     | 2017-11-15 08:20:54,681 | analysis_m |    *** Relaxed clustering algorithm step 1 of up to 9 ***
INFO     | 2017-11-15 08:20:54,681 | analysis_m |       Measuring the similarity of 45 subset pairs
INFO     | 2017-11-15 08:20:54,682 | analysis_m |       Choosing the 5 most similar subset pairs
