INFO     | 2017-11-14 00:56:34,671 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-11-14 00:56:34,674 | config     | Setting 'alignment' to 'Gruenstaeudl_etal_2017_PhylipFormatted'
INFO     | 2017-11-14 00:56:34,674 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2017-11-14 00:56:34,675 | parser     | You set 'models' to: mrbayes
INFO     | 2017-11-14 00:56:34,683 | model_load | This analysis will use the following 3 models of molecular evolution
INFO     | 2017-11-14 00:56:34,683 | model_load | GTR, GTR+G, GTR+I+G
INFO     | 2017-11-14 00:56:34,683 | config     | Setting 'model_selection' to 'aic'
INFO     | 2017-11-14 00:56:34,715 | config     | Setting 'search' to 'rcluster'
INFO     | 2017-11-14 00:56:34,715 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2017-11-14 00:56:34,715 | config     | Looking for alignment file './Gruenstaeudl_etal_2017_PhylipFormatted'...
INFO     | 2017-11-14 00:56:34,715 | threadpool | Using 4 cpus
INFO     | 2017-11-14 00:56:34,715 | analysis   | Beginning Analysis
INFO     | 2017-11-14 00:56:34,730 | alignment  | Reading alignment file './Gruenstaeudl_etal_2017_PhylipFormatted'
INFO     | 2017-11-14 00:56:34,753 | analysis   | Starting tree will be estimated from the data.
INFO     | 2017-11-14 00:56:34,761 | raxml      | Estimating Maximum Likelihood tree with RAxML fast experimental tree search for ./analysis/start_tree/filtered_source.phy
INFO     | 2017-11-14 00:56:34,762 | raxml      | Using a separate GTR+G model for each data block
INFO     | 2017-11-14 00:56:41,129 | raxml      | Estimating GTR+G branch lengths on ML tree using all partitions
INFO     | 2017-11-14 00:56:45,744 | raxml      | ML topology estimation finished
INFO     | 2017-11-14 00:56:45,745 | analysis_m | Performing relaxed clustering analysis
INFO     | 2017-11-14 00:56:45,745 | analysis_m |    PartitionFinder will have to analyse 820 subsets to complete this analyses
INFO     | 2017-11-14 00:56:45,745 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2017-11-14 00:56:48,027 | progress   |       Finished subset 1/77, 1.30 percent done
INFO     | 2017-11-14 00:56:48,478 | progress   |       Finished subset 2/77, 2.60 percent done
INFO     | 2017-11-14 00:56:48,518 | progress   |       Finished subset 3/77, 3.90 percent done
INFO     | 2017-11-14 00:56:48,562 | progress   |       Finished subset 4/77, 5.19 percent done
INFO     | 2017-11-14 00:56:49,255 | progress   |       Finished subset 5/77, 6.49 percent done
INFO     | 2017-11-14 00:56:49,433 | progress   |       Finished subset 6/77, 7.79 percent done
INFO     | 2017-11-14 00:56:49,539 | progress   |       Finished subset 7/77, 9.09 percent done
INFO     | 2017-11-14 00:56:49,902 | progress   |       Finished subset 8/77, 10.39 percent done
INFO     | 2017-11-14 00:56:50,039 | progress   |       Finished subset 9/77, 11.69 percent done
INFO     | 2017-11-14 00:56:50,398 | progress   |       Finished subset 10/77, 12.99 percent done
INFO     | 2017-11-14 00:56:50,450 | progress   |       Finished subset 11/77, 14.29 percent done
INFO     | 2017-11-14 00:56:50,676 | progress   |       Finished subset 12/77, 15.58 percent done
INFO     | 2017-11-14 00:56:50,755 | progress   |       Finished subset 13/77, 16.88 percent done
INFO     | 2017-11-14 00:56:50,883 | progress   |       Finished subset 14/77, 18.18 percent done
INFO     | 2017-11-14 00:56:51,126 | progress   |       Finished subset 15/77, 19.48 percent done
INFO     | 2017-11-14 00:56:51,292 | progress   |       Finished subset 16/77, 20.78 percent done
INFO     | 2017-11-14 00:56:51,559 | progress   |       Finished subset 17/77, 22.08 percent done
INFO     | 2017-11-14 00:56:51,697 | progress   |       Finished subset 18/77, 23.38 percent done
INFO     | 2017-11-14 00:56:51,973 | progress   |       Finished subset 19/77, 24.68 percent done
INFO     | 2017-11-14 00:56:52,122 | progress   |       Finished subset 20/77, 25.97 percent done
INFO     | 2017-11-14 00:56:52,353 | progress   |       Finished subset 21/77, 27.27 percent done
INFO     | 2017-11-14 00:56:52,402 | progress   |       Finished subset 22/77, 28.57 percent done
INFO     | 2017-11-14 00:56:52,696 | progress   |       Finished subset 23/77, 29.87 percent done
INFO     | 2017-11-14 00:56:52,844 | progress   |       Finished subset 24/77, 31.17 percent done
INFO     | 2017-11-14 00:56:52,893 | progress   |       Finished subset 25/77, 32.47 percent done
INFO     | 2017-11-14 00:56:53,119 | progress   |       Finished subset 26/77, 33.77 percent done
INFO     | 2017-11-14 00:56:53,280 | progress   |       Finished subset 27/77, 35.06 percent done
INFO     | 2017-11-14 00:56:53,328 | progress   |       Finished subset 28/77, 36.36 percent done
INFO     | 2017-11-14 00:56:53,465 | progress   |       Finished subset 29/77, 37.66 percent done
INFO     | 2017-11-14 00:56:53,627 | progress   |       Finished subset 30/77, 38.96 percent done
INFO     | 2017-11-14 00:56:53,756 | progress   |       Finished subset 31/77, 40.26 percent done
INFO     | 2017-11-14 00:56:53,880 | progress   |       Finished subset 32/77, 41.56 percent done
INFO     | 2017-11-14 00:56:54,272 | progress   |       Finished subset 33/77, 42.86 percent done
INFO     | 2017-11-14 00:56:54,322 | progress   |       Finished subset 34/77, 44.16 percent done
INFO     | 2017-11-14 00:56:54,372 | progress   |       Finished subset 35/77, 45.45 percent done
INFO     | 2017-11-14 00:56:54,495 | progress   |       Finished subset 36/77, 46.75 percent done
INFO     | 2017-11-14 00:56:54,617 | progress   |       Finished subset 37/77, 48.05 percent done
INFO     | 2017-11-14 00:56:54,742 | progress   |       Finished subset 38/77, 49.35 percent done
INFO     | 2017-11-14 00:56:54,901 | progress   |       Finished subset 39/77, 50.65 percent done
INFO     | 2017-11-14 00:56:55,029 | progress   |       Finished subset 40/77, 51.95 percent done
INFO     | 2017-11-14 00:56:55,159 | progress   |       Finished subset 41/77, 53.25 percent done
INFO     | 2017-11-14 00:56:55,387 | progress   |       Finished subset 42/77, 54.55 percent done
INFO     | 2017-11-14 00:56:55,516 | progress   |       Finished subset 43/77, 55.84 percent done
INFO     | 2017-11-14 00:56:55,562 | progress   |       Finished subset 44/77, 57.14 percent done
INFO     | 2017-11-14 00:56:55,683 | progress   |       Finished subset 45/77, 58.44 percent done
INFO     | 2017-11-14 00:56:55,808 | progress   |       Finished subset 46/77, 59.74 percent done
INFO     | 2017-11-14 00:56:55,961 | progress   |       Finished subset 47/77, 61.04 percent done
INFO     | 2017-11-14 00:56:56,118 | progress   |       Finished subset 48/77, 62.34 percent done
INFO     | 2017-11-14 00:56:56,243 | progress   |       Finished subset 49/77, 63.64 percent done
INFO     | 2017-11-14 00:56:56,368 | progress   |       Finished subset 50/77, 64.94 percent done
INFO     | 2017-11-14 00:56:56,494 | progress   |       Finished subset 51/77, 66.23 percent done
INFO     | 2017-11-14 00:56:56,716 | progress   |       Finished subset 52/77, 67.53 percent done
INFO     | 2017-11-14 00:56:56,840 | progress   |       Finished subset 53/77, 68.83 percent done
INFO     | 2017-11-14 00:56:56,964 | progress   |       Finished subset 54/77, 70.13 percent done
INFO     | 2017-11-14 00:56:57,171 | progress   |       Finished subset 55/77, 71.43 percent done
INFO     | 2017-11-14 00:56:57,217 | progress   |       Finished subset 56/77, 72.73 percent done
INFO     | 2017-11-14 00:56:57,344 | progress   |       Finished subset 57/77, 74.03 percent done
INFO     | 2017-11-14 00:56:57,518 | progress   |       Finished subset 58/77, 75.32 percent done
