INFO     | 2017-10-30 13:39:07,612 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-10-30 13:39:07,615 | config     | Setting 'alignment' to 'Wainwright_etal_2012_PhylipFormatd'
INFO     | 2017-10-30 13:39:07,615 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2017-10-30 13:39:07,615 | parser     | You set 'models' to: mrbayes
INFO     | 2017-10-30 13:39:07,624 | model_load | This analysis will use the following 3 models of molecular evolution
INFO     | 2017-10-30 13:39:07,624 | model_load | GTR, GTR+G, GTR+I+G
INFO     | 2017-10-30 13:39:07,624 | config     | Setting 'model_selection' to 'aic'
INFO     | 2017-10-30 13:39:07,628 | config     | Setting 'search' to 'rcluster'
INFO     | 2017-10-30 13:39:07,628 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2017-10-30 13:39:07,628 | config     | Looking for alignment file './Wainwright_etal_2012_PhylipFormatd'...
INFO     | 2017-10-30 13:39:07,628 | threadpool | Using 4 cpus
INFO     | 2017-10-30 13:39:07,628 | analysis   | Beginning Analysis
INFO     | 2017-10-30 13:39:07,639 | alignment  | Reading alignment file './Wainwright_etal_2012_PhylipFormatd'
INFO     | 2017-10-30 13:39:07,660 | analysis   | Starting tree will be estimated from the data.
INFO     | 2017-10-30 13:39:07,661 | raxml      | Estimating Maximum Likelihood tree with RAxML fast experimental tree search for ./analysis/start_tree/filtered_source.phy
INFO     | 2017-10-30 13:39:07,661 | raxml      | Using a separate GTR+G model for each data block
INFO     | 2017-10-30 13:41:12,159 | raxml      | Estimating GTR+G branch lengths on ML tree using all partitions
INFO     | 2017-10-30 13:41:54,691 | raxml      | ML topology estimation finished
INFO     | 2017-10-30 13:41:54,691 | analysis_m | Performing relaxed clustering analysis
INFO     | 2017-10-30 13:41:54,692 | analysis_m |    Set rcluster-max to 1000
INFO     | 2017-10-30 13:41:54,692 | analysis_m |    PartitionFinder will have to analyse 91 subsets to complete this analyses
INFO     | 2017-10-30 13:41:54,692 | analysis_m |    *** Analysing starting scheme ***
