INFO     | 2017-11-14 00:43:19,280 | config     | Loading configuration at './partition_finder.cfg'
INFO     | 2017-11-14 00:43:19,283 | config     | Setting 'alignment' to 'Fong_etal_2012_PhylipFormatted'
INFO     | 2017-11-14 00:43:19,283 | config     | Setting 'branchlengths' to 'linked'
INFO     | 2017-11-14 00:43:19,283 | parser     | You set 'models' to: mrbayes
INFO     | 2017-11-14 00:43:19,291 | model_load | This analysis will use the following 3 models of molecular evolution
INFO     | 2017-11-14 00:43:19,291 | model_load | GTR, GTR+G, GTR+I+G
INFO     | 2017-11-14 00:43:19,292 | config     | Setting 'model_selection' to 'aic'
INFO     | 2017-11-14 00:43:19,312 | config     | Setting 'search' to 'rcluster'
INFO     | 2017-11-14 00:43:19,312 | config     | ------------------------ BEGINNING NEW RUN -------------------------------
INFO     | 2017-11-14 00:43:19,312 | config     | Looking for alignment file './Fong_etal_2012_PhylipFormatted'...
INFO     | 2017-11-14 00:43:19,312 | threadpool | Using 4 cpus
INFO     | 2017-11-14 00:43:19,312 | analysis   | Beginning Analysis
INFO     | 2017-11-14 00:43:19,324 | alignment  | Reading alignment file './Fong_etal_2012_PhylipFormatted'
INFO     | 2017-11-14 00:43:19,360 | analysis   | Starting tree will be estimated from the data.
INFO     | 2017-11-14 00:43:19,363 | raxml      | Estimating Maximum Likelihood tree with RAxML fast experimental tree search for ./analysis/start_tree/filtered_source.phy
INFO     | 2017-11-14 00:43:19,364 | raxml      | Using a separate GTR+G model for each data block
INFO     | 2017-11-14 00:48:21,832 | raxml      | Estimating GTR+G branch lengths on ML tree using all partitions
INFO     | 2017-11-14 00:50:11,509 | raxml      | ML topology estimation finished
INFO     | 2017-11-14 00:50:11,510 | analysis_m | Performing relaxed clustering analysis
INFO     | 2017-11-14 00:50:11,510 | analysis_m |    PartitionFinder will have to analyse 589 subsets to complete this analyses
INFO     | 2017-11-14 00:50:11,510 | analysis_m |    *** Analysing starting scheme ***
INFO     | 2017-11-14 00:50:17,083 | progress   |       Finished subset 1/56, 1.79 percent done
INFO     | 2017-11-14 00:50:18,802 | progress   |       Finished subset 2/56, 3.57 percent done
INFO     | 2017-11-14 00:50:20,574 | progress   |       Finished subset 3/56, 5.36 percent done
INFO     | 2017-11-14 00:50:22,500 | progress   |       Finished subset 4/56, 7.14 percent done
INFO     | 2017-11-14 00:50:23,341 | progress   |       Finished subset 5/56, 8.93 percent done
INFO     | 2017-11-14 00:50:24,577 | progress   |       Finished subset 6/56, 10.71 percent done
INFO     | 2017-11-14 00:50:26,276 | progress   |       Finished subset 7/56, 12.50 percent done
INFO     | 2017-11-14 00:50:27,796 | progress   |       Finished subset 8/56, 14.29 percent done
INFO     | 2017-11-14 00:50:30,123 | progress   |       Finished subset 9/56, 16.07 percent done
INFO     | 2017-11-14 00:50:32,361 | progress   |       Finished subset 10/56, 17.86 percent done
INFO     | 2017-11-14 00:50:33,298 | progress   |       Finished subset 11/56, 19.64 percent done
INFO     | 2017-11-14 00:50:33,659 | progress   |       Finished subset 12/56, 21.43 percent done
INFO     | 2017-11-14 00:50:36,578 | progress   |       Finished subset 13/56, 23.21 percent done
INFO     | 2017-11-14 00:50:37,262 | progress   |       Finished subset 14/56, 25.00 percent done
INFO     | 2017-11-14 00:50:38,306 | progress   |       Finished subset 15/56, 26.79 percent done
INFO     | 2017-11-14 00:50:39,426 | progress   |       Finished subset 16/56, 28.57 percent done
INFO     | 2017-11-14 00:50:42,845 | progress   |       Finished subset 17/56, 30.36 percent done
INFO     | 2017-11-14 00:50:43,722 | progress   |       Finished subset 18/56, 32.14 percent done
INFO     | 2017-11-14 00:50:44,492 | progress   |       Finished subset 19/56, 33.93 percent done
INFO     | 2017-11-14 00:50:46,397 | progress   |       Finished subset 20/56, 35.71 percent done
INFO     | 2017-11-14 00:50:47,323 | progress   |       Finished subset 21/56, 37.50 percent done
INFO     | 2017-11-14 00:50:47,928 | progress   |       Finished subset 22/56, 39.29 percent done
INFO     | 2017-11-14 00:50:49,309 | progress   |       Finished subset 23/56, 41.07 percent done
INFO     | 2017-11-14 00:50:50,203 | progress   |       Finished subset 24/56, 42.86 percent done
INFO     | 2017-11-14 00:50:51,571 | progress   |       Finished subset 25/56, 44.64 percent done
INFO     | 2017-11-14 00:50:53,264 | progress   |       Finished subset 26/56, 46.43 percent done
INFO     | 2017-11-14 00:50:55,083 | progress   |       Finished subset 27/56, 48.21 percent done
INFO     | 2017-11-14 00:50:56,950 | progress   |       Finished subset 28/56, 50.00 percent done
INFO     | 2017-11-14 00:50:58,657 | progress   |       Finished subset 29/56, 51.79 percent done
INFO     | 2017-11-14 00:51:00,570 | progress   |       Finished subset 30/56, 53.57 percent done
INFO     | 2017-11-14 00:51:00,686 | progress   |       Finished subset 31/56, 55.36 percent done
INFO     | 2017-11-14 00:51:02,371 | progress   |       Finished subset 32/56, 57.14 percent done
INFO     | 2017-11-14 00:51:04,786 | progress   |       Finished subset 33/56, 58.93 percent done
INFO     | 2017-11-14 00:51:05,366 | progress   |       Finished subset 34/56, 60.71 percent done
INFO     | 2017-11-14 00:51:06,149 | progress   |       Finished subset 35/56, 62.50 percent done
INFO     | 2017-11-14 00:51:08,116 | progress   |       Finished subset 36/56, 64.29 percent done
INFO     | 2017-11-14 00:51:08,229 | progress   |       Finished subset 37/56, 66.07 percent done
INFO     | 2017-11-14 00:51:09,706 | progress   |       Finished subset 38/56, 67.86 percent done
INFO     | 2017-11-14 00:51:10,426 | progress   |       Finished subset 39/56, 69.64 percent done
INFO     | 2017-11-14 00:51:12,074 | progress   |       Finished subset 40/56, 71.43 percent done
INFO     | 2017-11-14 00:51:13,577 | progress   |       Finished subset 41/56, 73.21 percent done
INFO     | 2017-11-14 00:51:14,842 | progress   |       Finished subset 42/56, 75.00 percent done
INFO     | 2017-11-14 00:51:15,725 | progress   |       Finished subset 43/56, 76.79 percent done
INFO     | 2017-11-14 00:51:17,074 | progress   |       Finished subset 44/56, 78.57 percent done
INFO     | 2017-11-14 00:51:19,002 | progress   |       Finished subset 45/56, 80.36 percent done
INFO     | 2017-11-14 00:51:19,451 | progress   |       Finished subset 46/56, 82.14 percent done
INFO     | 2017-11-14 00:51:22,020 | progress   |       Finished subset 47/56, 83.93 percent done
INFO     | 2017-11-14 00:51:24,715 | progress   |       Finished subset 48/56, 85.71 percent done
INFO     | 2017-11-14 00:51:27,056 | progress   |       Finished subset 49/56, 87.50 percent done
INFO     | 2017-11-14 00:51:28,135 | progress   |       Finished subset 50/56, 89.29 percent done
INFO     | 2017-11-14 00:51:28,565 | progress   |       Finished subset 51/56, 91.07 percent done
INFO     | 2017-11-14 00:51:28,843 | progress   |       Finished subset 52/56, 92.86 percent done
INFO     | 2017-11-14 00:51:29,894 | progress   |       Finished subset 53/56, 94.64 percent done
INFO     | 2017-11-14 00:51:29,958 | progress   |       Finished subset 54/56, 96.43 percent done
INFO     | 2017-11-14 00:51:30,487 | progress   |       Finished subset 55/56, 98.21 percent done
INFO     | 2017-11-14 00:51:31,203 | progress   |       Finished subset 56/56, 100.00 percent done
